Product ID,Date,Inventory Forecast,Sales Forecast
273,2017-05-01,256.9919303889088,811.70998549
273,2017-06-01,264.0333164089353,811.70998549
273,2017-07-01,269.86372600993104,811.70998549
273,2017-08-01,275.1941230090587,811.70998549
273,2017-09-01,277.3572821164504,811.70998549
273,2017-10-01,277.4092965393294,811.70998549
276,2017-05-01,293.99999999982106,1049.9574920814287
276,2017-06-01,293.99999999982106,1049.9574920814287
276,2017-07-01,293.99999999982106,1049.9574920814287
276,2017-08-01,293.99999999982106,1049.9574920814287
276,2017-09-01,293.99999999982106,1049.9574920814287
276,2017-10-01,293.99999999982106,1049.9574920814287
278,2017-05-01,203.4430365867502,1136.3828328209943
278,2017-06-01,203.4430365867502,1306.3168062378572
278,2017-07-01,203.4430365867502,1306.3168062378572
278,2017-08-01,203.4430365867502,1306.3168062378572
278,2017-09-01,203.4430365867502,1306.3168062378572
278,2017-10-01,203.4430365867502,1306.3168062378572
282,2017-05-01,236.0,735.7700023900001
282,2017-06-01,236.0,735.7700023900001
282,2017-07-01,236.0,735.7700023900001
282,2017-08-01,236.0,735.7700023900001
282,2017-09-01,236.0,735.7700023900001
282,2017-10-01,236.0,735.7700023900001
295,2017-05-01,11.0,799.59999085
295,2017-06-01,11.0,799.59999085
295,2017-07-01,11.0,799.59999085
295,2017-08-01,11.0,799.59999085
295,2017-09-01,11.0,799.59999085
295,2017-10-01,11.0,799.59999085
305,2017-05-01,4.0,597.0
305,2017-06-01,4.0,597.0
305,2017-07-01,4.0,597.0
305,2017-08-01,4.0,597.0
305,2017-09-01,4.0,597.0
305,2017-10-01,4.0,597.0
306,2017-05-01,10.0,629.93000026
306,2017-06-01,10.0,629.93000026
306,2017-07-01,10.0,629.93000026
306,2017-08-01,10.0,629.93000026
306,2017-09-01,10.0,629.93000026
306,2017-10-01,10.0,629.93000026
311,2017-05-01,5.0,439.7999876
311,2017-06-01,5.0,439.7999876
311,2017-07-01,5.0,439.7999876
311,2017-08-01,5.0,439.7999876
311,2017-09-01,5.0,439.7999876
311,2017-10-01,5.0,439.7999876
359,2017-05-01,13.0,899.9100037000001
359,2017-06-01,13.0,899.9100037000001
359,2017-07-01,13.0,899.9100037000001
359,2017-08-01,13.0,899.9100037000001
359,2017-09-01,13.0,899.9100037000001
359,2017-10-01,13.0,899.9100037000001
365,2017-05-01,13581.0,134752.53269468475
365,2017-06-01,13581.0,134295.15570450953
365,2017-07-01,13581.0,134451.88224292544
365,2017-08-01,13581.0,134398.17773139235
365,2017-09-01,13581.0,134416.58032350062
365,2017-10-01,13581.0,134410.27442132152
403,2017-05-01,4069.0,86313.363652
403,2017-06-01,4069.0,86313.363652
403,2017-07-01,4069.0,86313.363652
403,2017-08-01,4069.0,86313.363652
403,2017-09-01,4069.0,86313.363652
403,2017-10-01,4069.0,86313.363652
502,2017-05-01,11656.0,97942.04305778311
502,2017-06-01,11656.0,95298.21428571429
502,2017-07-01,11656.0,95298.21428571429
502,2017-08-01,11656.0,95298.21428571429
502,2017-09-01,11656.0,95298.21428571429
502,2017-10-01,11656.0,95298.21428571429
564,2017-05-01,248.2618895239157,971.7857142857143
564,2017-06-01,248.2618895239157,971.7857142857143
564,2017-07-01,248.2618895239157,971.7857142857143
564,2017-08-01,248.2618895239157,971.7857142857143
564,2017-09-01,248.2618895239157,971.7857142857143
564,2017-10-01,248.2618895239157,971.7857142857143
565,2017-05-01,242.2756876683918,2422.5
565,2017-06-01,247.75956864391168,2422.5
565,2017-07-01,251.89291684745208,2422.5
565,2017-08-01,255.0083322709408,2422.5
565,2017-09-01,257.3565044507242,2422.5
565,2017-10-01,259.1263848154218,2422.5
567,2017-05-01,216.69606858068767,766.9642857142857
567,2017-06-01,216.69606858068767,766.9642857142857
567,2017-07-01,216.69606858068767,766.9642857142857
567,2017-08-01,216.69606858068767,766.9642857142857
567,2017-09-01,216.69606858068767,766.9642857142857
567,2017-10-01,216.69606858068767,766.9642857142857
572,2017-05-01,247.00112646517633,1256.8285940500002
572,2017-06-01,250.18321048529782,1256.8285940500002
572,2017-07-01,252.91047250797845,1256.8285940500002
572,2017-08-01,255.20565859627771,1256.8285940500002
572,2017-09-01,257.1456538943236,1256.8285940500002
572,2017-10-01,258.78371254943636,1256.8285940500002
607,2017-05-01,7.0,1499.940033
607,2017-06-01,7.0,1499.940033
607,2017-07-01,7.0,1499.940033
607,2017-08-01,7.0,1499.940033
607,2017-09-01,7.0,1499.940033
607,2017-10-01,7.0,1499.940033
625,2017-05-01,5.0,799.960022
625,2017-06-01,5.0,799.960022
625,2017-07-01,5.0,799.960022
625,2017-08-01,5.0,799.960022
625,2017-09-01,5.0,799.960022
625,2017-10-01,5.0,799.960022
627,2017-05-01,6082.347001603008,40549.86064378
627,2017-06-01,6082.347001603008,40549.86064378
627,2017-07-01,6082.347001603008,40549.86064378
627,2017-08-01,6082.347001603008,40549.86064378
627,2017-09-01,6082.347001603008,40549.86064378
627,2017-10-01,6082.347001603008,40549.86064378
642,2017-05-01,265.69495529186975,994.2857142857143
642,2017-06-01,274.2889997811209,994.2857142857143
642,2017-07-01,281.90551333285214,994.2857142857143
642,2017-08-01,288.6558158429109,994.2857142857143
642,2017-09-01,294.63840936012866,994.2857142857143
642,2017-10-01,299.94060592950984,994.2857142857143
646,2017-05-01,8.0,599.93999476
646,2017-06-01,8.0,599.93999476
646,2017-07-01,8.0,599.93999476
646,2017-08-01,8.0,599.93999476
646,2017-09-01,8.0,599.93999476
646,2017-10-01,8.0,599.93999476
647,2017-05-01,4.0,404.9700165
647,2017-06-01,4.0,404.9700165
647,2017-07-01,4.0,404.9700165
647,2017-08-01,4.0,404.9700165
647,2017-09-01,4.0,404.9700165
647,2017-10-01,4.0,404.9700165
652,2017-05-01,2.0,259.980011
652,2017-06-01,2.0,259.980011
652,2017-07-01,2.0,259.980011
652,2017-08-01,2.0,259.980011
652,2017-09-01,2.0,259.980011
652,2017-10-01,2.0,259.980011
666,2017-05-01,9.0,769.9299853
666,2017-06-01,9.0,769.9299853
666,2017-07-01,9.0,769.9299853
666,2017-08-01,9.0,769.9299853
666,2017-09-01,9.0,769.9299853
666,2017-10-01,9.0,769.9299853
671,2017-05-01,6.0,1049.9500275
671,2017-06-01,6.0,1049.9500275
671,2017-07-01,6.0,1049.9500275
671,2017-08-01,6.0,1049.9500275
671,2017-09-01,6.0,1049.9500275
671,2017-10-01,6.0,1049.9500275
677,2017-05-01,8.0,699.9299926
677,2017-06-01,8.0,699.9299926
677,2017-07-01,8.0,699.9299926
677,2017-08-01,8.0,699.9299926
677,2017-09-01,8.0,699.9299926
677,2017-10-01,8.0,699.9299926
691,2017-05-01,16.0,1199.84999846
691,2017-06-01,16.0,1199.84999846
691,2017-07-01,16.0,1199.84999846
691,2017-08-01,16.0,1199.84999846
691,2017-09-01,16.0,1199.84999846
691,2017-10-01,16.0,1199.84999846
703,2017-05-01,246.0,699.7335733590896
703,2017-06-01,246.0,577.3571207067763
703,2017-07-01,246.0,680.4109734410936
703,2017-08-01,246.0,744.8196355447989
703,2017-09-01,246.0,699.7335745866884
703,2017-10-01,246.0,603.1205848078326
705,2017-05-01,10.0,959.9199832
705,2017-06-01,10.0,959.9199832
705,2017-07-01,10.0,959.9199832
705,2017-08-01,10.0,959.9199832
705,2017-09-01,10.0,959.9199832
705,2017-10-01,10.0,959.9199832
715,2017-05-01,5.0,519.960022
715,2017-06-01,5.0,519.960022
715,2017-07-01,5.0,519.960022
715,2017-08-01,5.0,519.960022
715,2017-09-01,5.0,519.960022
715,2017-10-01,5.0,519.960022
724,2017-05-01,13.0,900.0
724,2017-06-01,13.0,900.0
724,2017-07-01,13.0,900.0
724,2017-08-01,13.0,900.0
724,2017-09-01,13.0,900.0
724,2017-10-01,13.0,900.0
725,2017-05-01,8.0,864.0
725,2017-06-01,8.0,864.0
725,2017-07-01,8.0,864.0
725,2017-08-01,8.0,864.0
725,2017-09-01,8.0,864.0
725,2017-10-01,8.0,864.0
728,2017-05-01,240.77136173665917,2196.0714285714284
728,2017-06-01,240.77136173665917,2196.0714285714284
728,2017-07-01,240.77136173665917,2196.0714285714284
728,2017-08-01,240.77136173665917,2196.0714285714284
728,2017-09-01,240.77136173665917,2196.0714285714284
728,2017-10-01,240.77136173665917,2196.0714285714284
730,2017-05-01,4.0,240.0
730,2017-06-01,4.0,240.0
730,2017-07-01,4.0,240.0
730,2017-08-01,4.0,240.0
730,2017-09-01,4.0,240.0
730,2017-10-01,4.0,240.0
743,2017-05-01,5.0,679.960022
743,2017-06-01,5.0,679.960022
743,2017-07-01,5.0,679.960022
743,2017-08-01,5.0,679.960022
743,2017-09-01,5.0,679.960022
743,2017-10-01,5.0,679.960022
771,2017-05-01,251.4002640738305,1491.7160666764278
771,2017-06-01,292.86738542915305,991.9211948119114
771,2017-07-01,296.3222062547765,1346.8933836605963
771,2017-08-01,311.00017837957586,1108.180321997619
771,2017-09-01,350.59335719650414,1497.2116606496702
771,2017-10-01,360.2151770881238,1084.546099237595
773,2017-05-01,1.0,249.9900055
773,2017-06-01,1.0,249.9900055
773,2017-07-01,1.0,249.9900055
773,2017-08-01,1.0,249.9900055
773,2017-09-01,1.0,249.9900055
773,2017-10-01,1.0,249.9900055
775,2017-05-01,243.00505833239504,316.8257120412857
775,2017-06-01,247.5606479021918,316.8257120412857
775,2017-07-01,251.0166338346694,316.8257120412857
775,2017-08-01,253.63843252453597,316.8257120412857
775,2017-09-01,255.62739558876308,316.8257120412857
775,2017-10-01,257.1362734771188,316.8257120412857
777,2017-05-01,5.0,319.9599915
777,2017-06-01,5.0,319.9599915
777,2017-07-01,5.0,319.9599915
777,2017-08-01,5.0,319.9599915
777,2017-09-01,5.0,319.9599915
777,2017-10-01,5.0,319.9599915
778,2017-05-01,183.0,853.0059635205953
778,2017-06-01,183.0,751.9312151570367
778,2017-07-01,183.0,701.9512227713593
778,2017-08-01,183.0,814.4063393438732
778,2017-09-01,183.0,651.9711970958051
778,2017-10-01,183.0,664.4662677854437
786,2017-05-01,5.0,719.960022
786,2017-06-01,5.0,719.960022
786,2017-07-01,5.0,719.960022
786,2017-08-01,5.0,719.960022
786,2017-09-01,5.0,719.960022
786,2017-10-01,5.0,719.960022
792,2017-05-01,241.2596319074413,528.9328676448123
792,2017-06-01,246.19112451881523,349.0528880684005
792,2017-07-01,248.9078388732147,521.4378815371233
792,2017-08-01,250.33521804753153,596.3878132332286
792,2017-09-01,251.06235490097262,498.9528649355876
792,2017-10-01,251.42488903148904,409.0128099101936
793,2017-05-01,243.51213418024616,475.3971361975
793,2017-06-01,241.32440739567164,475.3971361975
793,2017-07-01,239.40061052486502,475.3971361975
793,2017-08-01,237.70890275485428,475.3971361975
793,2017-09-01,236.22128458552297,475.3971361975
793,2017-10-01,234.91313440914195,475.3971361975
797,2017-05-01,266.32431777209047,407.4808969665024
797,2017-06-01,272.323738169314,535.269772378097
797,2017-07-01,277.0364347027664,599.1270108448086
797,2017-08-01,283.0455209215602,1030.284272945025
797,2017-09-01,287.4571360506413,350.0093876718076
797,2017-10-01,283.2334376244213,642.2352994731575
804,2017-05-01,268.0,617.9353540883516
804,2017-06-01,268.0,671.8067783482142
804,2017-07-01,268.0,671.8067783482142
804,2017-08-01,268.0,671.8067783482142
804,2017-09-01,268.0,671.8067783482142
804,2017-10-01,268.0,671.8067783482142
810,2017-05-01,194.63856409919646,459.76998901
810,2017-06-01,196.5113392075834,459.76998901
810,2017-07-01,201.88580998991836,459.76998901
810,2017-08-01,204.25503913067334,459.76998901
810,2017-09-01,206.18082443570438,459.76998901
810,2017-10-01,209.79173023557217,459.76998901
818,2017-05-01,253.0,431.91000362
818,2017-06-01,253.0,431.91000362
818,2017-07-01,253.0,431.91000362
818,2017-08-01,253.0,431.91000362
818,2017-09-01,253.0,431.91000362
818,2017-10-01,253.0,431.91000362
821,2017-05-01,251.0,571.89001476
821,2017-06-01,251.0,571.89001476
821,2017-07-01,251.0,571.89001476
821,2017-08-01,251.0,571.89001476
821,2017-09-01,251.0,571.89001476
821,2017-10-01,251.0,571.89001476
822,2017-05-01,232.11620252214516,1371.1428757985716
822,2017-06-01,241.07898998344115,1371.1428757985716
822,2017-07-01,249.0198708525789,1371.1428757985716
822,2017-08-01,256.0553594491945,1371.1428757985716
822,2017-09-01,262.28868552583714,1371.1428757985716
822,2017-10-01,267.81130892919873,1371.1428757985716
823,2017-05-01,217.0,1685.9614808164285
823,2017-06-01,217.0,1685.9614808164285
823,2017-07-01,217.0,1685.9614808164285
823,2017-08-01,217.0,1685.9614808164285
823,2017-09-01,217.0,1685.9614808164285
823,2017-10-01,217.0,1685.9614808164285
825,2017-05-01,202.05155873372632,919.7124912839287
825,2017-06-01,202.36544953056995,919.7124912839287
825,2017-07-01,202.36544953056995,919.7124912839287
825,2017-08-01,202.36544953056995,919.7124912839287
825,2017-09-01,202.36544953056995,919.7124912839287
825,2017-10-01,202.36544953056995,919.7124912839287
828,2017-05-01,216.46680404518918,1083.2794147649233
828,2017-06-01,219.90707685259426,1021.5629085601706
828,2017-07-01,222.55672901310322,1038.911745493269
828,2017-08-01,224.597455712619,1034.0348954989954
828,2017-09-01,226.16919615620867,1035.4058038750647
828,2017-10-01,227.3797296502829,1035.0204342660377
835,2017-05-01,290.0,1060.23999234
835,2017-06-01,290.0,1060.23999234
835,2017-07-01,290.0,1060.23999234
835,2017-08-01,290.0,1060.23999234
835,2017-09-01,290.0,1060.23999234
835,2017-10-01,290.0,1060.23999234
858,2017-05-01,5.0,799.960022
858,2017-06-01,5.0,799.960022
858,2017-07-01,5.0,799.960022
858,2017-08-01,5.0,799.960022
858,2017-09-01,5.0,799.960022
858,2017-10-01,5.0,799.960022
885,2017-05-01,302.0,855.014991969643
885,2017-06-01,302.0,855.014991969643
885,2017-07-01,302.0,855.014991969643
885,2017-08-01,302.0,855.014991969643
885,2017-09-01,302.0,855.014991969643
885,2017-10-01,302.0,855.014991969643
886,2017-05-01,268.9999999997972,1016.9259827008982
886,2017-06-01,268.9999999997972,1041.6410686359425
886,2017-07-01,268.9999999997972,916.371152190241
886,2017-08-01,268.9999999997972,961.2008587846069
886,2017-09-01,268.9999999997972,889.2114089489359
886,2017-10-01,268.9999999997972,828.3415284556932
893,2017-05-01,288.0,949.619995
893,2017-06-01,288.0,949.619995
893,2017-07-01,288.0,949.619995
893,2017-08-01,288.0,949.619995
893,2017-09-01,288.0,949.619995
893,2017-10-01,288.0,949.619995
897,2017-05-01,240.45946806079382,755.9445159322328
897,2017-06-01,251.91910457281847,800.6965071525932
897,2017-07-01,261.50605143850333,514.2837736013985
897,2017-08-01,269.49738997770794,738.0437213939073
897,2017-09-01,276.15366977624586,729.093324110418
897,2017-10-01,281.69705759458907,630.6389437451032
905,2017-05-01,233.3542019139332,574.76999081
905,2017-06-01,239.77074293514374,574.76999081
905,2017-07-01,244.63457285670967,574.76999081
905,2017-08-01,248.01320762495493,574.76999081
905,2017-09-01,254.23901325868263,574.76999081
905,2017-10-01,261.46917809742524,574.76999081
906,2017-05-01,220.03555691564173,816.6374909585713
906,2017-06-01,220.03555691564173,816.6374909585713
906,2017-07-01,220.03555691564173,816.6374909585713
906,2017-08-01,220.03555691564173,816.6374909585713
906,2017-09-01,220.03555691564173,816.6374909585713
906,2017-10-01,220.03555691564173,816.6374909585713
917,2017-05-01,238.8926711045525,731.9317809986708
917,2017-06-01,239.48705300539905,729.8725123802074
917,2017-07-01,239.8828200939183,730.5497293994056
917,2017-08-01,240.14634021142513,730.327017856589
917,2017-09-01,240.3218041505582,730.4002594171193
917,2017-10-01,240.43863619445438,730.3761729862093
924,2017-05-01,251.15905154010858,565.299730671688
924,2017-06-01,255.42538302570887,505.39820690214293
924,2017-07-01,256.96769483413357,505.39820690214293
924,2017-08-01,257.3241655775142,505.39820690214293
924,2017-09-01,257.28946391487517,505.39820690214293
924,2017-10-01,257.1861982509135,505.39820690214293
926,2017-05-01,249.0,495.68999098
926,2017-06-01,249.0,495.68999098
926,2017-07-01,249.0,495.68999098
926,2017-08-01,249.0,495.68999098
926,2017-09-01,249.0,495.68999098
926,2017-10-01,249.0,495.68999098
957,2017-05-01,3038.0,124223.8652694643
957,2017-06-01,3038.0,124223.8652694643
957,2017-07-01,3038.0,124223.8652694643
957,2017-08-01,3038.0,124223.8652694643
957,2017-09-01,3038.0,124223.8652694643
957,2017-10-01,3038.0,124223.8652694643
977,2017-05-01,302.27175141633097,1068.9292765057141
977,2017-06-01,307.3076912264045,1068.9292765057141
977,2017-07-01,310.2961717966194,1068.9292765057141
977,2017-08-01,312.05986725517806,1068.9292765057141
977,2017-09-01,313.0994761742685,1068.9292765057141
977,2017-10-01,313.7121088385514,1068.9292765057141
981,2017-05-01,32.0,2079.0
981,2017-06-01,32.0,2079.0
981,2017-07-01,32.0,2079.0
981,2017-08-01,32.0,2079.0
981,2017-09-01,32.0,2079.0
981,2017-10-01,32.0,2079.0
982,2017-05-01,10.0,899.940033
982,2017-06-01,10.0,899.940033
982,2017-07-01,10.0,899.940033
982,2017-08-01,10.0,899.940033
982,2017-09-01,10.0,899.940033
982,2017-10-01,10.0,899.940033
1004,2017-05-01,2851.5694110017953,206789.665687
1004,2017-06-01,2933.4419333140195,206789.665687
1004,2017-07-01,2965.490074030904,206789.665687
1004,2017-08-01,3016.4625658988925,206789.665687
1004,2017-09-01,3059.208682615077,206789.665687
1004,2017-10-01,3053.7864589717574,206789.665687
1014,2017-05-01,10016.999999948997,91763.27918004
1014,2017-06-01,10016.999999948997,91763.27918004
1014,2017-07-01,10016.999999948997,91763.27918004
1014,2017-08-01,10016.999999948997,91763.27918004
1014,2017-09-01,10016.999999948997,91763.27918004
1014,2017-10-01,10016.999999948997,91763.27918004
1073,2017-05-01,2956.4458058217087,96195.1926455
1073,2017-06-01,3027.5180908398293,96195.1926455
1073,2017-07-01,3076.348197170123,96195.1926455
1073,2017-08-01,3109.896848147362,96195.1926455
1073,2017-09-01,3132.9463982503153,96195.1926455
1073,2017-10-01,3148.7825569175884,96195.1926455
